taxid,name,rank
"41980","Metallosphaera","genus"
"2020860","Metallosphaera sp.","species"
"2283794","Methanomada group","clade"
"183925","Methanobacteria","class"
"2158","Methanobacteriales","order"
"2159","Methanobacteriaceae","family"
"2160","Methanobacterium","genus"
"2162","Methanobacterium formicicum","species"
"145260","Methanothermobacter","genus"
"145261","Methanothermobacter wolfeii","species"
"160510","Solanum cardiophyllum","species"
"33882","Microbacterium","genus"
"104336","Microbacterium foliorum","species"
"199592","Microbacterium paraoxydans","species"
"151262","Microbacterium nematophilum","species"
"82380","Microbacterium oxydans","species"
"1118","Chroococcales","order"
"1890449","Microcystaceae","family"
"1125","Microcystis","genus"
"1126","Microcystis aeruginosa","species"
"41873","Mamiellaceae","family"
"38832","Micromonas","genus"
"38833","Micromonas pusilla","species"
"2812611","Micromonas sp.","species"
"13150","Micromys","genus"
"13151","Micromys minutus","species"
"51538","Microplitis","genus"
"69319","Microplitis demolitor","species"
"317808","Aedes vittatus","species"
"102786","Mikania","genus"
"192012","Mikania micrantha","species"
"47065","Astragalus sinicus","species"
"7553","Diplopoda","class"
"21013","Mimosa","genus"
"441364","Miniopterus africanus","species"
"9666","Mustela lutreola","species"
"21819","Mentha","genus"
"241069","Mentha x gracilis","species"
"3537","Mirabilis","genus"
"3538","Mirabilis jalapa","species"
"62336","Miscanthus","genus"
"183675","Miscanthus sacchariflorus","species"
"186466","Mizuhopecten","genus"
"6573","Mizuhopecten yessoensis","species"
"691654","Mocis","genus"
"35732","Rattus tanezumi","species"
"1167227","Rattus tanezumi sladeni","genome"
"269270","Chodsigoa","genus"
"269271","Chodsigoa caovansunga","species"
"7451","Vespula","genus"
"30213","Vespula pensylvanica","species"
"34634","Mesostigmata","order"
"109261","Varroidae","family"
"62624","Varroa","genus"
"109461","Varroa destructor","species"
"9699","Herpestes","genus"
"9700","Herpestes ichneumon","species"
"9479","Platyrrhini","genome"
"45478","Cynomys","genus"
"45479","Cynomys gunnisoni","species"
"45480","Cynomys ludovicianus","species"
"99825","Cynomys leucurus","species"
"99826","Cynomys mexicanus","species"
"99827","Cynomys parvidens","species"
"226684","Heliosciurus","genus"
"226685","Heliosciurus ruwenzorii","species"
"99538","Peromyscus beatae","species"
"51894","Morelia","genus"
"51896","Morelia spilota","species"
"1716564","Morelia spilota spilota","genome"
"129333","Morelia viridis","species"
"581","Morganella","genus"
"582","Morganella morganii","species"
"1912315","Morganella sp. (in: Bacteria)","species"
"41943","Geraniales","order"
"4027","Geraniaceae","family"
"4030","Pelargonium","genus"
"3665","Cucurbita pepo var. melopepo","genome"
"10115","Rattus leucopus","species"
"10119","Rattus fuscipes","species"
"10033","Cricetus","genus"
"10034","Cricetus cricetus","species"
"587664","Leonurus cardiaca","species"
"519038","Rhinolophus eloquens","species"
"51347","Lophuromys","genus"
"2082264","Lophuromys machangui","species"
"144753","Peromyscus crinitus","species"
"6760","Scylla","genus"
"6761","Scylla serrata","species"
"34615","Ixodes persulcatus","species"
"3497","Morus","genus"
"3498","Morus alba","species"
"85232","Morus nigra","species"
"30446","Sulidae","family"
"37577","Morus","genus"
"40157","Lonchura striata","species"
"10144","Cavia cutleri","species"
"64717","Microtus oeconomus","species"
"28683","Alcidae","family"
"13745","Uria","genus"
"13746","Uria aalge","species"
"7366","Muscidae","family"
"7369","Musca","genus"
"7370","Musca domestica","species"
"57892","Muscina","genus"
"57893","Muscina stabulans","species"
"1762","Mycobacteriaceae","family"
"1866885","Mycolicibacterium","genus"
"1772","Mycolicibacterium smegmatis","species"
"246196","Mycolicibacterium smegmatis MC2 155","genome"
"1763","Mycobacterium","genus"
"1785","Mycobacterium sp.","species"
"670516","Mycobacteroides","genus"
"36809","Mycobacteroides abscessus","species"
"319705","Mycobacteroides abscessus subsp. bolletii","genome"
"1168066","Mycobacteroides abscessus subsp. bolletii F1725","genome"
"1773","Mycobacterium tuberculosis","species"
"1810","Mycolicibacterium vaccae","species"
"1764","Mycobacterium avium","species"
"1770","Mycobacterium avium subsp. paratuberculosis","genome"
"1074454","Mycobacterium avium subsp. paratuberculosis ATCC 19698","genome"
"1771","Mycolicibacterium phlei","species"
"2085","Mycoplasmatales","order"
"2092","Mycoplasmataceae","family"
"2093","Mycoplasma","genus"
"2767358","Mycoplasmopsis","genus"
"2107","Mycoplasmopsis pulmonis","species"
"77043","Rosellinia","genus"
"77044","Rosellinia necatrix","species"
"10155","Myocastoridae","family"
"10156","Myocastor","genus"
"10157","Myocastor coypus","species"
"9435","Myotis velifer","species"
"51298","Myotis myotis","species"
"257882","Myotis californicus","species"
"27492","Myrmica","genus"
"207696","Myrmica scabrinodis","species"
"7109","Spodoptera littoralis","species"
"32434","Gelechiidae","family"
"13190","Pectinophora","genus"
"13191","Pectinophora gossypiella","species"
"29056","Ostrinia","genus"
"29057","Ostrinia nubilalis","species"
"134396","Sesamia","genus"
"236803","Sesamia cretica","species"
"103830","Mythimna","genus"
"667449","Mythimna loreyi","species"
"271217","Mythimna separata","species"
"103831","Mythimna unipuncta","species"
"6546","Mytilida","order"
"6547","Mytilidae","family"
"6548","Mytilus","genus"
"61855","Mytilus sp.","species"
"28221","Deltaproteobacteria","class"
"29","Myxococcales","order"
"31","Myxococcaceae","family"
"32","Myxococcus","genus"
"34","Myxococcus xanthus","species"
"483865","Sylvilagus brasiliensis","species"
"13163","Myzus","genus"
"13164","Myzus persicae","species"
"34631","Rhipicephalus appendiculatus","species"
"1325872","Haemaphysalis wellingtoni","species"
"667564","Mansonia africana","species"
"41773","Berberidaceae","family"
"41775","Nandina","genus"
"7777","Chondrichthyes","class"
"7864","Chimaeriformes","order"
"7869","Chimaeridae","family"
"7870","Chimaera","genus"
"30516","Chimaera sp.","species"
"54860","Narcissus tazetta","species"
"391288","Narcissus tazetta subsp. chinensis","genome"
"292520","Iris tingitana","species"
"63742","Natrialba","genus"
"13769","Natrialba magadii","species"
"547559","Natrialba magadii ATCC 43099","genome"
"88723","Natrinema","genus"
"1172566","Natrinema sp. J7-1","species"
"218840","Zygodontomys cherriei","species"
"526217","Culex coronator","species"
"52632","Diprionidae","family"
"270857","Neodiprion","genus"
"441913","Neodiprion abietis","species"
"441921","Neodiprion lecontei","species"
"441937","Neodiprion sertifer","species"
"407951","Neofusicoccum","genus"
"120395","Neofusicoccum luteum","species"
"310453","Neofusicoccum parvum","species"
"2585208","Trichonephila","genus"
"2585209","Trichonephila clavipes","species"
"51427","Agapanthus campanulatus","species"
"59041","Nerine","genus"
"180152","Nerine sarniensis","species"
"355586","Nesidiocoris","genus"
"355587","Nesidiocoris tenuis","species"
"34624","Haemaphysalis leporispalustris","species"
"48086","Lepus americanus","species"
"223317","Sida golden yellow vein virus","species"
"1093962","Sida golden yellow vein virus-Malvastrum","genome"
"469747","Culicoides actoni","species"
"707280","Culex chidesteri","species"
"8900","Nycticorax","genus"
"106263","Apiosporaceae","family"
"114230","Nigrospora","genus"
"335854","Nigrospora oryzae","species"
"108930","Nilaparvata","genus"
"108931","Nilaparvata lugens","species"
"8500","Crocodylus","genus"
"8501","Crocodylus niloticus","species"
"8502","Crocodylus porosus","species"
"184234","Crocodylus johnsoni","species"
"9405","Pteropus hypomelanus","species"
"235899","Nautiliales","order"
"2795691","Nitratiruptoraceae","family"
"269258","Nitratiruptor","genus"
"387092","Nitratiruptor sp. SB155-2","species"
"267849","Nitrincola","genus"
"1926584","Nitrincola sp.","species"
"651137","Thaumarchaeota","phylum"
"31932","Nitrosopumilales","order"
"338190","Nitrosopumilaceae","family"
"338191","Nitrosopumilus","genus"
"2024843","Nitrosopumilus sp.","species"
"1643678","Nitrososphaeria","class"
"1033996","Nitrososphaerales","order"
"1033997","Nitrososphaeraceae","family"
"497726","Nitrososphaera","genus"
"1034015","Nitrososphaera viennensis","species"
"926571","Nitrososphaera viennensis EN76","genome"
"317801","Eretmapodites","genus"
"864620","Eretmapodites leucopous","species"
"1677019","Rhinonycteridae","family"
"258842","Triaenops","genus"
"549403","Triaenops afer","species"
"46207","Toxorhynchites","genus"
"46208","Toxorhynchites amboinensis","species"
"1892259","Aphanizomenonaceae","family"
"159191","Nodularia","genus"
"70799","Nodularia spumigena","species"
"2027346","Nodularia spumigena AV2","genome"
"1955803","Nodularia spumigena kac68","genome"
"43521","Morinda","genus"
"43522","Morinda citrifolia","species"
"363408","Nonlabens","genus"
"53234","Lupinus nootkatensis","species"
"59270","Sergentomyia","genus"
"2746634","Sergentomyia sp.","species"
"1337361","Nudaurelia","genus"
"2053040","Gonimbrasia","genus"
"2059211","Gonimbrasia cytherea","species"
"6933","Acari","genome"
"110667","Bubulcus","genus"
"110668","Bubulcus ibis","species"
"906883","Argas walkerae","species"
"62324","Anopheles funestus","species"
"710235","Nylanderia","genus"
"613905","Nylanderia fulva","species"
"1041092","Culex edwardsi","species"
"50455","Avena sp.","species"
"4545","Poa pratensis","species"
"39173","Ocimum","genus"
"39350","Ocimum basilicum","species"
"204144","Ocimum gratissimum","species"
"36256","Motacillidae","family"
"45806","Motacilla","genus"
"45807","Motacilla alba","species"
"36270","Sylviidae","family"
"39620","Acrocephalus","genus"
"48156","Acrocephalus scirpaceus","species"
"36242","Streptopelia","genus"
"177155","Streptopelia turtur","species"
"9873","Odocoileus hemionus columbianus","genome"
"79456","Ischnura","genus"
"79457","Ischnura posita","species"
"6965","Libellula","genus"
"70395","Libellula quadrimaculata","species"
"79492","Ischnura ramburii","species"
"70396","Libellula saturata","species"
"154697","Odontoglossum","genus"
"2046962","Mansonia sp.","species"
"120869","Ochlerotatus cantans","species"
"196296","Rhinolophus cornutus","species"
"87080","Vigna oblongifolia","species"
"71495","Limapontiidae","family"
"1522362","Olea","genus"
"214449","Crocidura olivieri","species"
"336276","Olleya","genus"
"2745560","Olleya sp. HaHaR_3_96","species"
"9740","Phocoenidae","family"
"9741","Phocoena","genus"
"27614","Phocoena spinipinnis","species"
"10059","Ondatra","genus"
"10060","Ondatra zibethicus","species"
"57047","Dermacentor reticulatus","species"
"10049","Arvicola","genus"
"1047088","Arvicola amphibius","species"
"554065","Chlorella variabilis","species"
"58889","Ononis","genus"
"104451","Operophtera","genus"
"104452","Operophtera brumata","species"
"288179","Phobocampe","genus"
"5151","Ophiostomatales","order"
"5152","Ophiostomataceae","family"
"5159","Ophiostoma","genus"
"42373","Ophiostoma novo-ulmi","species"
"61193","Ophiostoma himal-ulmi","species"
"127358","Opsiphanes","genus"
"1080318","Opsiphanes invirae","species"
"106975","Opuntia","genus"
"412453","Opuntia echios","species"
"412454","Opuntia echios var. echios","genome"
"371859","Opuntia ficus-indica","species"
"94232","Epinephelus coioides","species"
"9601","Pongo abelii","species"
"38220","Coelogyne","genus"
"53064","Paphiopedilum","genus"
"125146","Miltonia","genus"
"228483","Renanthera","genus"
"33413","Orgyia","genus"
"33414","Orgyia pseudotsugata","species"
"95259","Orgyia leucostigma","species"
"572873","Pasiphila","genus"
"572874","Pasiphila rectangulata","species"
"51466","Ornithogalum","genus"
"81765","Lachenalia","genus"
"82017","Ornithogalum thyrsoides","species"
"9353","Bradypus","genus"
"9354","Bradypus tridactylus","species"
"6239","Caenorhabditis elegans","species"
"9520","Saimiri","genus"
"69079","Bandicota bengalensis","species"
"40843","Macaca tonkeana","species"
"72549","Oryctes","genus"
"72550","Oryctes rhinoceros","species"
"4529","Oryza rufipogon","species"
"39947","Oryza sativa Japonica Group","genome"
"411519","Turdus hortulorum","species"
"6341","Polychaeta","class"
"6362","Sabellida","order"
"41324","Siboglinidae","family"
"283775","Osedax","genus"
"385425","Osedax japonicus","species"
"6578","Pecten","genus"
"6579","Pecten maximus","species"
"6562","Ostreida","order"
"6563","Ostreidae","family"
"6564","Crassostrea","genus"
"29159","Crassostrea gigas","species"
"70447","Ostreococcus","genus"
"242159","Ostreococcus sp. 'lucimarinus'","species"
"1486918","Ostreococcus mediterraneus","species"
"70448","Ostreococcus tauri","species"
"519149","Oxalis debilis","species"
"182676","Neurotrichus","genus"
"182677","Neurotrichus gibbsii","species"
"704560","Oxyplax","genus"
"104366","Pleurotaceae","family"
"5320","Pleurotus","genus"
"5322","Pleurotus ostreatus","species"
"375577","Amblyomma testudinarium","species"
"77217","Pteropus tonganus","species"
"59843","Paenibacillus glucanolyticus","species"
"137301","Styphnolobium","genus"
"3897","Styphnolobium japonicum","species"
"117982","Palaemon","genus"
"1440469","Palaemon mundusnovus","species"
"6700","Palaemon kadiakensis","species"
"37010","Pan troglodytes schweinfurthii","genome"
"37011","Pan troglodytes troglodytes","genome"
"4053","Panax","genus"
"4054","Panax ginseng","species"
"44586","Panax notoginseng","species"
"4539","Panicum","genus"
"38727","Panicum virgatum","species"
"66040","Stenotaphrum","genus"
"158163","Stenotaphrum secundatum","species"
"798297","Eremochloa","genus"
"866555","Eremochloa ophiuroides","species"
"58090","Muhlenbergia","genus"
"53335","Pantoea","genus"
"69393","Pantoea sp.","species"
"83386","Panthera leo persica","genome"
"549","Pantoea agglomerans","species"
"3657","Cucumis melo var. conomon","genome"
"61886","Cucumis metulifer","species"
"108054","Ullucus","genus"
"108055","Ullucus tuberosus","species"
"9557","Papio hamadryas","species"
"7143","Papilionidae","family"
"7145","Papilio","genus"
"7146","Papilio polyxenes","species"
"2005525","Tannerellaceae","family"
"375288","Parabacteroides","genus"
"823","Parabacteroides distasonis","species"
"46503","Parabacteroides merdae","species"
"31989","Rhodobacteraceae","family"
"265","Paracoccus","genus"
"267","Paracoccus sp.","species"
"59779","Paracoccus marcusii","species"
"252609","Psathyromyia","genus"
"869609","Psathyromyia abonnenci","species"
"126838","Micractinium","genus"
"554055","Micractinium conductrix","species"
"114055","unknown","genome"
"3168","cf. Chlorella sp.","species"
"40677","Alcyonacea","order"
"44191","Plexauridae","family"
"44196","Paramuricea","genus"
"859418","Paramuricea placomus","species"
"37547","Spodoptera eridania","species"
"13186","Parietaria","genus"
"13187","Parietaria officinalis","species"
"50362","Melanthiaceae","family"
"49669","Paris","genus"
"49666","Paris polyphylla","species"
"221260","Paris polyphylla var. yunnanensis","genome"
"35549","Cacatuidae","family"
"13179","Nymphicus","genus"
